"supervision_total","blackcard_total","ecommerce_total","order_count","total_price","city_id","gender","refund_fee","last_buytime","churn"
"2520","0","0","1","2520","3202",,"0","1617689451","0"
"5395","109768","0","25","115163","0201",,"0","1622337908","0"
"4408","0","0","1","4408","5001",,"0","1620356037","0"
"3364","0","0","1","3364","0101",,"0","1619397798","0"
"4002","0","0","1","4002","3301",,"0","1620440270","0"
"2929","0","0","1","2929","0101",,"0","1618202356","0"
"2919","59196","0","8","62115","0101",,"0","1623740566","0"
"2320","0","0","1","2320","0101",,"0","1618049801","0"
"2088","0","0","1","2088","4403",,"0","1614505142","0"
"2322.8999","0","0","1","2322.8999","3301",,"0","1617159496","0"
"3366.8999","0","0","1","3366.8999","0101",,"0","1617179721","0"
"2321.3301","2000","0","2","4321.3301","0101",,"0","1615723513","0"
"2088","0","0","1","2088","0201",,"0","1619676984","0"
"4234","0","0","1","4234","0101",,"0","1618563476","0"
"2465","0","0","1","2465","0201",,"0","1622102679","0"
"2088","0","0","1","2088","0201",,"0","1614497903","0"
"3236.3999","0","0","1","3236.3999","3701",,"0","1622811272","0"
"3683","99187","0","9","102870","0101",,"0","1622298168","0"
"2320","2342","0","2","4662","0101",,"0","1615650051","0"
"2320","0","0","1","2320","0101",,"0","1615290250","0"
"2829.8201","0","0","1","2829.8201","3301",,"0","1615881357","0"
"2555.77","0","0","1","2555.77","3301",,"0","1611537363","0"
"2320","2000","0","2","4320","0201",,"0","1623679469","0"
"3625","0","0","1","3625","0101",,"0","1615353609","0"
"4002","0","0","1","4002","3701",,"0","1618204494","0"
"2120","0","0","1","2120","0201",,"0","1618195487","0"
"2523","0","0","1","2523","0101",,"0","1620048698","0"
"2957.71","0","0","1","2957.71","0101",,"0","1616734608","0"
"2296.8","3496","0","2","5792.7998","0201",,"0","1622990958","0"
"3944","0","0","1","3944","3301",,"0","1620456675","0"
"2436","0","0","1","2436","0101",,"0","1615170804","0"
"3132","0","0","1","3132","0201",,"0","1621477000","0"
"4696.8799","0","0","2","4696.8799","3202",,"0","1612068611","0"
"3156.8","96300","0","4","99456.797","0201",,"0","1618155536","0"
"6027","9983","0","6","16010","0101",,"0","1623740815","0"
"3920","0","0","2","3920","0101",,"0","1614648737","0"
"2320","0","0","1","2320","0201",,"0","1621914660","0"
"2120","5861","0","5","7981","0101",,"0","1614674313","0"
"3364","0","0","1","3364","4201",,"0","1620704097","0"
"2322.8999","0","0","1","2322.8999","0101",,"0","1617170404","0"
"3064","0","0","2","3064","5001",,"0","1618382823","0"
"2919","2000","0","3","4919","0201",,"0","1619837708","0"
"3122.3899","0","0","2","3122.3899","4201",,"0","1620267361","0"
"4920","0","0","2","4920","0201",,"0","1620980976","0"
"8820","15400","0","5","24220","3301",,"0","1623388568","0"
"6958","0","0","2","6958","0201",,"0","1621150343","0"
"3212","0","0","2","3212","0201",,"0","1623391016","0"
"2919","0","0","2","2919","3301",,"0","1620635454","0"
"4461.7998","0","0","2","4461.7998","0201",,"0","1619489396","0"
"2938.4299","0","0","2","2938.4299","4401",,"0","1620358166","0"
"3920","5297","0","4","9217","0101",,"0","1622994750","0"
"2687","23573","0","7","26260","0101",,"0","1623680482","0"
"3792.6001","0","0","2","3792.6001","0201",,"0","1619520270","0"
"4079","0","0","2","4079","0201",,"0","1619339752","0"
"3650","0","0","2","3650","4201",,"0","1619000523","0"
"11907","0","0","2","11907","0201",,"0","1618555257","0"
"2919","0","0","2","2919","0201",,"0","1621045131","0"
"2320","0","0","1","2320","0201",,"0","1621342380","0"
"4904","0","0","2","4904","0201",,"0","1621661612","0"
"6526.7998","0","0","2","6526.7998","0201",,"0","1622454659","0"
"6549.75","0","0","2","6549.75","0101",,"0","1623144622","0"
"4176","0","0","1","4176","0101",,"0","1610018288","0"
"2320","0","0","1","2320","0201",,"0","1618128724","0"
"2410","3560","0","2","5970","0101",,"0","1618754504","0"
"3770","0","0","1","3770","0201",,"0","1618811334","0"
"2201.53","7000","0","2","9201.5303","0101",,"0","1622297166","0"
"2320","0","0","1","2320","0101",,"0","1621774556","0"
"2088","8500","0","2","10588","0101",,"0","1622285444","0"
"2381","159694.12","0","10","162075.12","0201",,"0","1609905597","0"
"4130.7598","9046","0","3","13176.76","3301",,"0","1615796521","0"
"3248","0","0","1","3248","0201",,"0","1621157434","0"
"4502","0","0","2","4502","0101",,"0","1620600655","0"
"2557.8","0","0","1","2557.8","0201",,"0","1614486322","0"
"4266","5000","0","2","9266","0101",,"0","1623741104","0"
"3053.7","0","0","1","3053.7","3301",,"0","1617002575","0"
"2120","0","0","1","2120","0201",,"0","1616550534","0"
"2974.24","0","0","1","2974.24","3301",,"0","1620885149","0"
"2320","0","0","1","2320","3205",,"0","1615707953","0"
"2320","0","0","1","2320","0101",,"0","1615875969","0"
"2410","0","0","1","2410","0201",,"0","1621302435","0"
"2265","0","0","1","2265","0201",,"0","1611373105","0"
"3361","0","0","1","3361","0201",,"0","1622604117","0"
"3214.9399","0","0","1","3214.9399","4403",,"0","1618383349","0"
"4253","7318","0","6","11571","3301",,"0","1621316908","0"
"7203","108873","0","15","116076","0201",,"0","1614319040","0"
"3792.6001","1550","0","3","5342.6001","0101",,"0","1623037021","0"
"6258.2002","40925","0","8","47183.199","0201",,"0","1619971411","0"
"2919","10806","0","7","13725","0201",,"0","1623679395","0"
"27000","0","0","2","27000","0101",,"0","1613984214","0"
"3920","0","0","2","3920","0201",,"0","1615887455","0"
"2919","20000","0","6","22919","0201",,"0","1617852168","0"
"2945.3899","7600","0","5","10545.39","0201",,"0","1620266314","0"
"2687","31991","0","12","34678","0201",,"0","1623029562","0"
"2410","0","0","1","2410","0201",,"0","1616216693","0"
"2784","0","0","1","2784","0201",,"0","1619271220","0"
"3016","0","0","1","3016","0201",,"0","1620207544","0"
"6546.3198","106747","0","10","113293.32","3301",,"0","1614672215","0"
"3920","37451","0","8","41371","0201",,"0","1618969873","0"
"2687","1543","0","4","4230","3301",,"0","1622432523","0"
"9892.5195","0","0","4","9892.5195","0201",,"0","1613729690","0"
"2639","0","0","1","2639","4401",,"0","1616295122","0"
"7595","25893","0","4","33488","3301",,"0","1619851195","0"
"9734.6299","0","0","2","9734.6299","0101",,"0","1622273528","0"
"4247.3999","0","0","2","4247.3999","0201",,"0","1613867069","0"
"4514","0","0","2","4514","0101",,"0","1611990707","0"
"3064.8701","30942","0","7","34006.871","0101",,"0","1619249176","0"
"4124.3301","0","0","2","4124.3301","0201",,"0","1610440929","0"
"3205.3501","2000","0","3","5205.3501","0201",,"0","1622893608","0"
"3879","0","0","2","3879","3701",,"0","1614911014","0"
"6468","0","0","2","6468","0201",,"0","1616640002","0"
"11270","0","0","2","11270","0201",,"0","1619072276","0"
"2140.2","0","0","1","2140.2","4403",,"0","1617172584","0"
"2687","7495","0","4","10182","0201",,"0","1620123516","0"
"3075.3101","0","0","2","3075.3101","0101",,"0","1613528192","0"
"2687","0","0","2","2687","0101",,"0","1616998362","0"
"2320","0","0","1","2320","0201",,"0","1620219964","0"
"31000","0","0","2","31000","0101",,"0","1617349216","0"
"2919","0","0","2","2919","0201",,"0","1610849042","0"
"3409","0","0","2","3409","0101",,"0","1618473997","0"
"2719","0","0","2","2719","0201",,"0","1615950413","0"
"2935","0","0","1","2935","4201",,"0","1623027355","0"
"3703.3","0","0","1","3703.3","4201",,"0","1616945120","0"
"2919","0","0","2","2919","0101",,"0","1616478888","0"
"4155.8501","15600","0","6","19755.85","0101",,"0","1621692687","0"
"5266.0298","0","0","2","5266.0298","0101",,"0","1614841506","0"
"2919","0","0","2","2919","0101",,"0","1616912012","0"
"3416.0601","34349","0","7","37765.059","0101",,"0","1622473563","0"
"3194.5","4900","0","3","8094.5","3301",,"0","1621770899","0"
"4337","0","0","2","4337","0201",,"0","1621850687","0"
"2719","0","0","2","2719","0201",,"0","1620379876","0"
"2919","0","0","2","2919","0101",,"0","1615126115","0"
"2557.8","0","0","1","2557.8","3301",,"0","1622274299","0"
"2919","0","0","2","2919","0201",,"0","1622175235","0"
"15286.5","0","0","2","15286.5","3301",,"0","1622094722","0"
"4165","3496","0","3","7661","0201",,"0","1619859179","0"
"3209","6980","0","3","10189","0201",,"0","1620308159","0"
"4332.6001","0","0","1","4332.6001","0201",,"0","1617153898","0"
"6472","0","0","2","6472","0201",,"0","1619003356","0"
"2088","0","0","1","2088","0201",,"0","1619683056","0"
"7889","18600","0","7","26489","0101",,"0","1620299238","0"
"4498.2002","0","0","2","4498.2002","3301",,"0","1622425570","0"
"2088","0","0","1","2088","0101",,"0","1623205221","0"
"4470.3999","0","0","2","4470.3999","0201",,"0","1617945498","0"
"3466.0801","0","0","2","3466.0801","0101",,"0","1617004095","0"
"2088","0","0","1","2088","4201",,"0","1622452880","0"
"3720","0","0","2","3720","0201",,"0","1621137370","0"
"3151","28208","0","5","31359","0101",,"0","1620293523","0"
"3887.8601","0","0","2","3887.8601","3301",,"0","1617008879","0"
"2120","0","0","1","2120","4403",,"0","1615528249","0"
"3497.3999","0","0","1","3497.3999","3301",,"0","1622266746","0"
"2919","0","0","2","2919","0101",,"0","1616551094","0"
"5162","23999","0","3","29161","0101",,"0","1622297466","0"
"2919","0","0","2","2919","0201",,"0","1618964477","0"
"2919","19181","0","4","22100","0201",,"0","1623116662","0"
"5239","0","0","2","5239","0101",,"0","1617508828","0"
"2687","0","0","2","2687","0101",,"0","1622438362","0"
"7276.5","0","0","2","7276.5","0101",,"0","1622465642","0"
"3277","0","0","1","3277","4401",,"0","1620717355","0"
"3920","0","0","2","3920","0201",,"0","1616572516","0"
"2719","244174.2","0","18","246893.2","0201",,"0","1616045585","0"
"2919","0","0","2","2919","0201",,"0","1611654654","0"
"3770","0","0","1","3770","0201",,"0","1618289201","0"
"3074.1899","0","0","1","3074.1899","0201",,"0","1618455247","0"
"2320","0","0","1","2320","3301",,"0","1618466914","0"
"2607.1001","0","0","1","2607.1001","4403",,"0","1618202686","0"
"2088","3320","0","3","5408","0101",,"0","1623144294","0"
"2320","0","0","1","2320","0101",,"0","1616573484","0"
"3105.76","0","0","2","3105.76","3301",,"0","1621483946","0"
"2322.8999","0","0","1","2322.8999","0201",,"0","1617070735","0"
"2381","0","0","1","2381","4403",,"0","1615945794","0"
"2320","0","0","1","2320","4401",,"0","1618648819","0"
"2810","0","0","1","2810","0201",,"0","1622169454","0"
"3393","0","0","1","3393","0201",,"0","1619323422","0"
"4369","0","0","2","4369","0201",,"0","1614131139","0"
"3915","0","0","1","3915","3701",,"0","1612229810","0"
"3335","0","0","1","3335","4201",,"0","1619319125","0"
"3480","0","0","1","3480","0101",,"0","1620795038","0"
"2610","0","0","1","2610","4401",,"0","1623313037","0"
"3910.3601","53350","0","3","57260.359","0101",,"0","1620218029","0"
"2315.0701","0","0","1","2315.0701","3301",,"0","1614484558","0"
"2088","0","0","1","2088","0201",,"0","1619774514","0"
"2320","0","0","1","2320","0201",,"0","1623379507","0"
"2320","2124","0","2","4444","0101",,"0","1615726669","0"
"2088","0","0","1","2088","3205",,"0","1619749782","0"
"2320","0","0","1","2320","3205",,"0","1620367939","0"
"4292","0","0","1","4292","0101",,"0","1613964481","0"
"2320","0","0","1","2320","4401",,"0","1620527933","0"
"2320","0","0","1","2320","4401",,"0","1619408387","0"
"3712","0","0","1","3712","5001",,"0","1618110253","0"
"2668","0","0","1","2668","0101",,"0","1618995123","0"
"2581","0","0","1","2581","3301",,"0","1618536073","0"
"3225.1899","100418","0","12","103643.19","0101",,"0","1622528612","0"
"2448.47","0","0","1","2448.47","0201",,"0","1616203886","0"
"2290.8","0","0","1","2290.8","0101",,"0","1612100064","0"
"2993","0","0","1","2993","4201",,"0","1623717804","0"
"2871","36638","0","5","39509","0201",,"0","1622528593","0"
"2964.3799","54760","0","8","57724.379","0101",,"0","1620314857","0"
"3404.8899","11660","0","3","15064.89","0201",,"0","1616574175","0"
"3050.8301","0","0","1","3050.8301","4201",,"0","1616815311","0"
"3654","0","0","1","3654","0101",,"0","1622859109","0"
"3480","0","0","1","3480","4401",,"0","1617018146","0"
"7105","50330","0","6","57435","0101",,"0","1611798198","0"
"2719","0","0","2","2719","0201",,"0","1611035206","0"
"3378.6499","2000","0","3","5378.6499","0201",,"0","1620280135","0"
"3154","43987","0","10","47141","0101",,"0","1618199219","0"
"3278.02","65162","0","9","68440.023","0201",,"0","1619487584","0"
"2919","12000","0","4","14919","0101",,"0","1614674397","0"
"2352","0","0","1","2352","3301",,"0","1613621388","0"
"2320","30410.5","0","9","32730.5","0201",,"0","1616378033","0"
"3296","85487","0","15","88783","3301",,"0","1622168483","0"
"4319","36403","0","13","40722","0101",,"0","1611191988","0"
"3009","3288.2","0","4","6297.2002","0201",,"0","1615722201","0"
"5600.0898","0","0","2","5600.0898","0201",,"0","1622366017","0"
"3093","0","0","2","3093","4403",,"0","1615080933","0"
"2332.03","23496","0","6","25828.029","0101",,"0","1619776422","0"
"3924.8999","0","0","2","3924.8999","4403",,"0","1621404504","0"
"5424.2998","0","0","2","5424.2998","0201",,"0","1617074185","0"
"2968.3","0","0","2","2968.3","0101",,"0","1617680711","0"
"4096.3999","0","0","2","4096.3999","4201",,"0","1622367198","0"
"6174","0","0","2","6174","0201",,"0","1617098335","0"
"4226.8999","0","0","2","4226.8999","0101",,"0","1619768591","0"
"3706.3501","24097","0","5","27803.35","0101",,"0","1621563594","0"
"2088","0","0","1","2088","4401",,"0","1622257386","0"
"3804.0701","0","0","2","3804.0701","4201",,"0","1622370782","0"
"3061.6799","0","0","2","3061.6799","0101",,"0","1620913674","0"
"3999.8301","0","0","2","3999.8301","0201",,"0","1621501320","0"
"7849.7998","0","0","2","7849.7998","0201",,"0","1622256391","0"
"599","0","0","1","599","0201",,"0","1620282159","0"
"2919","0","0","2","2919","0101",,"0","1618285312","0"
"3107.6001","0","0","2","3107.6001","0201",,"0","1619072398","0"
"3208.8999","0","0","2","3208.8999","0101",,"0","1617677630","0"
"3783.78","0","0","2","3783.78","0201",,"0","1623376288","0"
"5341","0","0","2","5341","4401",,"0","1621050892","0"
"6080","0","0","2","6080","0201",,"0","1621313122","0"
"3920","3000","0","3","6920","0201",,"0","1620288145","0"
"2687","0","0","2","2687","0201",,"0","1622269289","0"
"2687","22722","0","8","25409","0101",,"0","1619883946","0"
"3365.6001","0","0","2","3365.6001","0201",,"0","1620799077","0"
"4586.3999","102100","0","3","106686.4","0201",,"0","1622024674","0"
"4930","0","0","1","4930","0101",,"0","1611034888","0"
"3001.5","0","0","1","3001.5","0101",,"0","1614525385","0"
"2120","0","0","1","2120","0101",,"0","1615250383","0"
"4591.2998","0","0","2","4591.2998","0201",,"0","1611717363","0"
"8334.9004","0","0","2","8334.9004","4201",,"0","1611049868","0"
"4708.2998","0","0","2","4708.2998","1201",,"0","1611120796","0"
"2921.8999","17000","0","3","19921.9","0101",,"0","1619244475","0"
"3528","0","0","2","3528","0201",,"0","1617200789","0"
"2919","30346.35","0","8","33265.352","0101",,"0","1616215584","0"
"3354","0","0","2","3354","0101",,"0","1616042439","0"
"3067.77","0","0","2","3067.77","4401",,"0","1609902709","0"
"5243","0","0","2","5243","0101",,"0","1616123966","0"
"999","0","0","1","999","0201",,"0","1617340815","0"
"2755","0","0","1","2755","3205",,"0","1618140383","0"
"4435.7002","0","0","2","4435.7002","4403",,"0","1619591067","0"
"9677.0098","0","0","2","9677.0098","0101",,"0","1620464010","0"
"4145.3999","0","0","2","4145.3999","0201",,"0","1616645471","0"
"3920","0","0","2","3920","3301",,"0","1615020003","0"
"36000","0","0","2","36000","4401",,"0","1620868333","0"
"3287.3999","0","0","2","3287.3999","0101",,"0","1621568460","0"
"4214","0","0","2","4214","3205",,"0","1613822939","0"
"6871","0","0","3","6871","0101",,"0","1619083339","0"
"2919","11799","0","6","14718","3301",,"0","1620210714","0"
"2919","0","0","2","2919","0101",,"0","1613708032","0"
"4365.8999","69757","0","12","74122.898","0201",,"0","1622424003","0"
"2088","0","0","1","2088","0201",,"0","1622366193","0"
"3920","0","0","2","3920","0201",,"0","1623134113","0"
"3122","0","0","2","3122","0101",,"0","1623054317","0"
"2120","0","0","1","2120","0101",,"0","1623810681","0"
"2719","56526.5","0","18","59245.5","0101",,"0","1610203768","0"
"2352","0","0","1","2352","4403",,"0","1615801578","0"
"2088","36300","0","4","38388","0201",,"0","1621215539","0"
"2320","0","0","1","2320","0101",,"0","1618755249","0"
"4296.3101","0","0","2","4296.3101","0201",,"0","1622120692","0"
"15800","0","0","2","15800","5001",,"0","1619792476","0"
"2919","0","0","2","2919","0201",,"0","1620611567","0"
"4753","0","0","2","4753","0101",,"0","1623311256","0"
"4766.0098","0","0","2","4766.0098","0101",,"0","1622467354","0"
"4259","0","0","2","4259","0201",,"0","1620960645","0"
"2919","0","0","2","2919","4403",,"0","1621929823","0"
"2719","0","0","2","2719","4201",,"0","1621935555","0"
"3992","0","0","2","3992","0101",,"0","1614755090","0"
"4350","0","0","1","4350","0101",,"0","1622617464","0"
"2381","0","0","1","2381","3301",,"0","1614907280","0"
"2342.1399","4599","0","3","6941.1396","0101",,"0","1609816300","0"
"2320","0","0","1","2320","0101",,"0","1618469833","0"
"3654","0","0","1","3654","0101",,"0","1615541405","0"
"2552","0","0","1","2552","4401",,"0","1615887109","0"
"2793.5701","6380","0","2","9173.5703","0201",,"0","1618142325","0"
"4409.1602","0","0","1","4409.1602","4201",,"0","1622961753","0"
"2641.03","0","0","1","2641.03","0101",,"0","1620743872","0"
"3946.8999","0","0","1","3946.8999","4401",,"0","1621088837","0"
"4463.1001","0","0","1","4463.1001","0201",,"0","1613625948","0"
"2520","10178","0","2","12698","0101",,"0","1619255736","0"
"2088","0","0","1","2088","0201",,"0","1618539805","0"
"2320","0","0","1","2320","0101",,"0","1618652529","0"
"4234","0","0","1","4234","0101",,"0","1618281493","0"
"2378","0","0","1","2378","0201",,"0","1618154782","0"
"5130","0","0","1","5130","4201",,"0","1617272056","0"
"2320","0","0","1","2320","0101",,"0","1622709334","0"
"3306","0","0","1","3306","0101",,"0","1612231640","0"
"2088","0","0","1","2088","0101",,"0","1619759891","0"
"2320","0","0","1","2320","0101",,"0","1616665693","0"
"2719","7400","0","5","10119","0201",,"0","1615631626","0"
"3119","32210.801","0","5","35329.801","0201",,"0","1610811223","0"
"6065.1401","89790","0","9","95855.141","0101",,"0","1618536744","0"
"3480","0","0","1","3480","0101",,"0","1616491538","0"
"3013","0","0","1","3013","0201",,"0","1618025821","0"
"2729","0","0","1","2729","3301",,"0","1615111236","0"
"2088","38280","0","4","40368","0201",,"0","1620137894","0"
"3048","31338","0","7","34386","0101",,"0","1621215314","0"
"3976","6755","0","4","10731","0101",,"0","1613913706","0"
"2465","0","0","1","2465","0201",,"0","1614824874","0"
"3471.3","0","0","1","3471.3","4401",,"0","1617172295","0"
"2439","0","0","1","2439","4401",,"0","1615428682","0"
"2214.54","2600","0","2","4814.54","0101",,"0","1623740974","0"
"2919","0","0","2","2919","1201",,"0","1611639549","0"
"2812.0901","16982.4","0","4","19794.49","0201",,"0","1620611229","0"
"6223","0","0","2","6223","1201",,"0","1614062983","0"
"8580","0","0","3","8580","0201",,"0","1615338184","0"
"3920","0","0","2","3920","0101",,"0","1611389244","0"
"3169.5901","0","0","2","3169.5901","0201",,"0","1619697275","0"
"4514","0","0","2","4514","0101",,"0","1616751785","0"
"10343","0","0","2","10343","0101",,"0","1618738894","0"
"2919","0","0","2","2919","0201",,"0","1616908788","0"
"3125.22","20385","0","3","23510.221","0101",,"0","1620137375","0"
"4129.75","0","0","2","4129.75","0201",,"0","1621905767","0"
"2687","0","0","2","2687","3301",,"0","1622286021","0"
"3277","0","0","1","3277","4403",,"0","1615727624","0"
"4704","0","0","2","4704","3301",,"0","1620786054","0"
"2088","0","0","1","2088","0201",,"0","1623469931","0"
"3557","0","0","2","3557","0101",,"0","1615263507","0"
"2919","11722","0","4","14641","0101",,"0","1623680156","0"
"4519","0","0","3","4519","0201",,"0","1621846237","0"
"4606","0","0","2","4606","0201",,"0","1610515358","0"
"6615","0","0","2","6615","0201",,"0","1616398226","0"
"4108","0","0","2","4108","3202",,"0","1617763873","0"
"4097.8701","57500","0","10","61597.871","0101",,"0","1621303652","0"
"4436.46","0","0","2","4436.46","0101",,"0","1615019984","0"
"2919","0","0","2","2919","0201",,"0","1621819074","0"
"3132","0","0","1","3132","3301",,"0","1622336109","0"
"22100","0","0","2","22100","3301",,"0","1623036753","0"
"2919","5200","0","4","8119","0101",,"0","1619837527","0"
"5019.5698","0","0","2","5019.5698","0201",,"0","1618888780","0"
"2958.96","0","0","2","2958.96","0201",,"0","1622279726","0"
"3920","0","0","2","3920","0101",,"0","1621148328","0"
"8820","0","0","2","8820","0201",,"0","1620570208","0"
"6321","0","0","2","6321","0201",,"0","1618317906","0"
"2769.48","0","0","2","2769.48","0101",,"0","1622449320","0"
"2740.3999","0","0","1","2740.3999","3205",,"0","1616479850","0"
"4495","0","0","1","4495","4403",,"0","1611289108","0"
"2120","0","0","1","2120","0101",,"0","1616146541","0"
"1550","21000","0","2","22550","3301",,"0","1622894685","0"
"2581","0","0","1","2581","3301",,"0","1616037746","0"
"6547.8701","10600","0","3","17147.871","0101",,"0","1622383613","0"
"2088","0","0","1","2088","0101",,"0","1622272108","0"
"4656","0","0","2","4656","1201",,"0","1620523772","0"
"2919","6501.5","0","5","9420.5","3301",,"0","1623203717","0"
"3934","3000","0","3","6934","0101",,"0","1620266029","0"
"5546.7998","0","0","2","5546.7998","0101",,"0","1621402192","0"
"3920","0","0","2","3920","0101",,"0","1621329506","0"
"10584","0","0","2","10584","0101",,"0","1623149206","0"
"3760","0","0","2","3760","0201",,"0","1623825913","0"
"2320","0","0","1","2320","0101",,"0","1616495168","0"
"2450.5","0","0","1","2450.5","0101",,"0","1616671859","0"
"4872","0","0","1","4872","0101",,"0","1620272402","0"
"2851.8601","0","0","1","2851.8601","3301",,"0","1609924081","0"
"4640","21031","0","3","25671","3301",,"0","1618805534","0"
"4659","0","0","2","4659","0201",,"0","1618900830","0"
"2581","6772","0","4","9353","0201",,"0","1619333385","0"
"3045","0","0","1","3045","4403",,"0","1616754044","0"
"2120","0","0","1","2120","0201",,"0","1617435090","0"
"2320","0","0","1","2320","0201",,"0","1623147399","0"
"2845","81948","0","5","84793","0101",,"0","1620613473","0"
"2581","0","0","1","2581","0101",,"0","1609564859","0"
"2320","0","0","1","2320","4403",,"0","1610505112","0"
"2381","0","0","1","2381","3301",,"0","1615173303","0"
"2900","0","0","1","2900","0101",,"0","1616462568","0"
"2088","0","0","1","2088","1201",,"0","1611975886","0"
"2120","0","0","1","2120","0201",,"0","1612516739","0"
"0","10400","0","1","10400","0101",,"0","1616249234","0"
"2088","0","0","1","2088","0201",,"0","1617179938","0"
"2088","0","0","1","2088","0101",,"0","1622463304","0"
"3335","0","0","1","3335","3301",,"0","1621420136","0"
"2900","0","0","1","2900","0201",,"0","1617941109","0"
"2088","0","0","1","2088","3205",,"0","1617198607","0"
"2088","0","0","1","2088","0101",,"0","1617105233","0"
"2322.8999","0","0","1","2322.8999","4403",,"0","1612069884","0"
"2320","0","0","1","2320","0101",,"0","1617688429","0"
"2320","0","0","1","2320","0101",,"0","1616665678","0"
"2427.3","0","0","1","2427.3","4403",,"0","1616991064","0"
"3425","0","0","1","3425","1201",,"0","1611469324","0"
"2320","0","0","1","2320","0201",,"0","1614160550","0"
"2320","0","0","1","2320","0201",,"0","1614940839","0"
"2592.8899","3339","0","2","5931.8896","0201",,"0","1623727300","0"
"2320","0","0","1","2320","0101",,"0","1616035369","0"
"3331.0901","0","0","2","3331.0901","3301",,"0","1616468936","0"
"3273.8101","0","0","1","3273.8101","0101",,"0","1617705680","0"
"2552","27800","0","6","30352","0201",,"0","1620302836","0"
"2285.05","33907","0","6","36192.051","0101",,"0","1623679909","0"
"2660.8999","0","0","1","2660.8999","0201",,"0","1612099487","0"
"2120","0","0","1","2120","0101",,"0","1610528871","0"
"3184.2","0","0","1","3184.2","4403",,"0","1617067752","0"
"2552","23099","0","4","25651","0101",,"0","1618900737","0"
"2320","0","0","1","2320","0101",,"0","1620875055","0"
"2842","0","0","1","2842","0101",,"0","1622155541","0"
"2320","0","0","1","2320","0101",,"0","1616852270","0"
"2088","0","0","1","2088","0101",,"0","1614423611","0"
"2320","0","0","1","2320","0201",,"0","1616426105","0"
"3732.3","0","0","1","3732.3","4201",,"0","1619408879","0"
"2320","0","0","1","2320","0201",,"0","1615783471","0"
"3648.2","0","0","1","3648.2","0101",,"0","1615772368","0"
"2088","0","0","1","2088","4403",,"0","1612093014","0"
"2639","0","0","1","2639","0101",,"0","1616667156","0"
"2453.3999","0","0","1","2453.3999","0201",,"0","1616985013","0"
"2903","0","0","1","2903","0201",,"0","1616034760","0"
"2120","9700","0","5","11820","0101",,"0","1616233174","0"
"2818.8","0","0","1","2818.8","3301",,"0","1617074867","0"
"2520","0","0","1","2520","0201",,"0","1621995256","0"
"2813.1001","42886.711","0","10","45699.812","0101",,"0","1622285417","0"
"2338.27","0","0","1","2338.27","0201",,"0","1614128307","0"
"3592.72","21400","0","4","24992.721","3301",,"0","1623678201","0"
"3602","0","0","1","3602","3301",,"0","1620355886","0"
"2627.3","0","0","1","2627.3","4403",,"0","1609430542","0"
"2610","8460","0","5","11070","0101",,"0","1623746936","0"
"4176","0","0","1","4176","0201",,"0","1620990592","0"
"3853.52","5948","0","4","9801.5195","0201",,"0","1619972035","0"
"2320","0","0","1","2320","0101",,"0","1617789960","0"
"2813","0","0","1","2813","4401",,"0","1617688335","0"
"2120","44428","0","7","46548","0201",,"0","1611493258","0"
"2502.7","54790","0","9","57292.699","0101",,"0","1620198778","0"
"3567","0","0","1","3567","4403",,"0","1616896793","0"
"2571.4299","2886","0","3","5457.4297","0101",,"0","1623681933","0"
"2538.95","0","0","1","2538.95","0101",,"0","1622778720","0"
"2320","0","0","1","2320","0101",,"0","1621869973","0"
"4698","0","0","1","4698","4403",,"0","1611540956","0"
"2401.2","0","0","1","2401.2","5001",,"0","1623636780","0"
"2320","0","0","1","2320","0201",,"0","1622026065","0"
"3221.6101","8000","0","2","11221.61","0101",,"0","1619249585","0"
"2120","0","0","1","2120","0101",,"0","1618363905","0"
"3567","0","0","1","3567","4401",,"0","1621222073","0"
"2740.5","0","0","1","2740.5","4201",,"0","1612060268","0"
"4002","0","0","1","4002","0201",,"0","1616484310","0"
"2494","29862.9","0","3","32356.9","0101",,"0","1620218579","0"
"2987","0","0","1","2987","0201",,"0","1617971070","0"
"3161","3714","0","2","6875","0201",,"0","1620137936","0"
"3393","0","0","1","3393","0201",,"0","1617194696","0"
"3036.8799","0","0","1","3036.8799","3301",,"0","1618310778","0"
"2336.73","0","0","1","2336.73","0101",,"0","1622444158","0"
"2088","0","0","1","2088","0201",,"0","1622280977","0"
"2726","0","0","1","2726","4401",,"0","1618742394","0"
"7185","0","0","2","7185","4201",,"0","1613961344","0"
"3016","0","0","1","3016","4403",,"0","1617963227","0"
"2468","0","0","1","2468","0101",,"0","1620962350","0"
"4205","0","0","1","4205","4403",,"0","1620708372","0"
"2424.5","0","0","1","2424.5","4201",,"0","1617862024","0"
"3451","0","0","1","3451","0201",,"0","1622780286","0"
"2453.3999","0","0","1","2453.3999","0201",,"0","1619529341","0"
"2320","0","0","1","2320","3205",,"0","1620567464","0"
"4000","54808","0","23","58808","0201",,"0","1619415947","0"
"2961","0","0","1","2961","0201",,"0","1615902496","0"
"2320","0","0","1","2320","0201",,"0","1618717213","0"
"2320","0","0","1","2320","0101",,"0","1618834983","0"
"2320","0","0","1","2320","5001",,"0","1621652117","0"
"2320","13872","0","6","16192","0201",,"0","1623746390","0"
"2088","0","0","1","2088","0101",,"0","1611904676","0"
"3654","0","0","1","3654","4401",,"0","1611986930","0"
